# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct 11 05:55:42 2024
#
# User preference: *
#
# CONSTRAINT:  order by pl_name asc, disc_year asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,disc_year,disc_facility,pl_orbsmax,pl_bmassj,st_mass,sy_dist
GJ 486 b,GJ 486,2021,Calar Alto Observatory,0.017140,0.00872,0.31,8.0742600
GJ 504 b,GJ 504,2013,Subaru Telescope,43.500000,4.00000,1.22,17.5299000
GJ 514 b,GJ 514,2022,Multiple Observatories,0.422000,0.01636,0.51,7.6177800
GJ 536 b,GJ 536,2016,La Silla Observatory,0.066610,0.01686,0.52,10.4092000
GJ 581 b,GJ 581,2005,La Silla Observatory,0.040610,0.04970,0.31,6.2981000
GJ 581 c,GJ 581,2007,La Silla Observatory,0.072100,0.01730,0.31,6.2981000
GJ 581 e,GJ 581,2009,La Silla Observatory,0.028150,0.00530,0.31,6.2981000
GJ 625 b,GJ 625,2017,Multiple Observatories,0.078361,0.00887,0.30,6.4724900
GJ 649 b,GJ 649,2009,W. M. Keck Observatory,1.112000,0.25800,0.51,10.3796000
GJ 667 C b,GJ 667 C,2012,La Silla Observatory,0.050431,0.01789,0.33,7.2439600
GJ 667 C c,GJ 667 C,2013,La Silla Observatory,0.125000,0.01200,0.33,7.2439600
GJ 667 C e,GJ 667 C,2013,La Silla Observatory,0.213000,0.00800,0.33,7.2439600
GJ 667 C f,GJ 667 C,2013,La Silla Observatory,0.156000,0.00800,0.33,7.2439600
GJ 667 C g,GJ 667 C,2013,La Silla Observatory,0.549000,0.01400,0.33,7.2439600
GJ 674 b,GJ 674,2007,La Silla Observatory,0.039000,0.03500,0.35,4.5489600
GJ 676 A b,GJ 676 A,2010,La Silla Observatory,1.735000,5.79200,0.63,16.0272000
GJ 676 A c,GJ 676 A,2016,Paranal Observatory,9.726000,13.49200,0.63,16.0272000
GJ 676 A d,GJ 676 A,2012,La Silla Observatory,0.039000,0.01200,0.63,16.0272000
GJ 676 A e,GJ 676 A,2012,La Silla Observatory,0.181000,0.02100,0.63,16.0272000
GJ 680 b,GJ 680,2022,Multiple Observatories,10.138000,25.10000,0.46,9.6731500
GJ 682 b,GJ 682,2014,Multiple Observatories,0.080000,0.01384,0.27,5.0067100
GJ 682 c,GJ 682,2014,Multiple Observatories,0.176000,0.02737,0.27,5.0067100
GJ 685 b,GJ 685,2019,Roque de los Muchachos Observatory,0.134400,0.02832,0.55,14.3155000
GJ 687 b,GJ 687,2014,Lick Observatory,0.163000,0.05412,0.40,4.5493900
GJ 687 c,GJ 687,2020,Multiple Observatories,1.165000,0.05034,0.40,4.5493900
GJ 720 A b,GJ 720 A,2021,Roque de los Muchachos Observatory,0.119000,0.04292,0.57,15.5575000
GJ 724 b,GJ 724,2023,Calar Alto Observatory,0.046850,0.03382,0.53,16.9658000
GJ 740 b,GJ 740,2021,Multiple Observatories,0.029000,0.00931,0.58,11.1017000
GJ 806 b,GJ 806,2023,Transiting Exoplanet Survey Satellite (TESS),0.014060,0.00598,0.41,12.0445000
GJ 806 c,GJ 806,2023,Multiple Observatories,0.052300,0.01825,0.41,12.0445000
GJ 832 b,GJ 832,2008,Anglo-Australian Telescope,3.700000,0.99000,0.45,4.9643500
GJ 849 b,GJ 849,2006,W. M. Keck Observatory,2.320000,0.89300,0.45,8.8005800
GJ 849 c,GJ 849,2014,W. M. Keck Observatory,4.950000,0.99000,0.45,8.8005800
GJ 86 b,GJ 86,1999,La Silla Observatory,0.110000,4.42000,0.93,10.7836000
GJ 876 b,GJ 876,1998,Multiple Observatories,0.208317,2.27560,0.32,4.6751700
GJ 876 c,GJ 876,2000,Multiple Observatories,0.129590,0.71420,0.32,4.6751700
GJ 876 d,GJ 876,2005,W. M. Keck Observatory,0.020807,0.02100,0.32,4.6751700
GJ 876 e,GJ 876,2010,W. M. Keck Observatory,0.334300,0.04600,0.32,4.6751700
GJ 887 b,GJ 887,2020,La Silla Observatory,0.068000,0.01321,0.49,3.2900000
GJ 887 c,GJ 887,2020,La Silla Observatory,0.120000,0.02391,0.49,3.2900000
GJ 896 A b,GJ 896 A,2022,Very Long Baseline Array,0.639650,2.26000,0.44,6.2602200
GJ 900 b,GJ 900 A,2024,Multiple Observatories,12000.000000,11.00000,1.08,20.8065000
GJ 9066 c,GJ 9066,2020,Multiple Observatories,0.880000,0.21000,0.15,4.4710000
GJ 9404 b,GJ 9404,2023,Roque de los Muchachos Observatory,0.094300,0.03744,0.62,23.8839000
GJ 96 b,GJ 96,2018,Haute-Provence Observatory,0.291000,0.06186,0.60,11.9315000
GJ 9689 b,GJ 9689,2020,Roque de los Muchachos Observatory,0.113900,0.03036,0.59,30.6203000
GJ 9714 b,GJ 9714,2022,Multiple Observatories,12.319000,9.40300,0.67,20.5121000
GJ 9827 b,GJ 9827,2017,K2,0.018900,0.01347,0.62,29.6610000
GJ 9827 c,GJ 9827,2017,K2,0.039500,0.00585,0.62,29.6610000
GJ 9827 d,GJ 9827,2017,K2,0.056300,0.00950,0.62,29.6610000
GPX-1 b,GPX-1,2021,Acton Sky Portal Observatory,0.033800,19.70000,1.68,655.0130000
GQ Lup b,GQ Lup,2004,Paranal Observatory,100.000000,20.00000,0.70,151.1690000
GSC 06214-00210 b,GSC 06214-00210,2010,Palomar Observatory,320.000000,16.00000,0.90,108.5000000
GU Psc b,GU Psc,2014,Gemini Observatory,2000.000000,11.30000,0.33,47.5501000
Gaia-1 b,Gaia-1,2022,European Space Agency (ESA) Gaia Satellite,0.040470,1.68000,0.95,363.6600000
Gaia-2 b,Gaia-2,2022,European Space Agency (ESA) Gaia Satellite,0.046700,0.81700,1.00,209.2290000
Gaia22dkvL b,Gaia22dkvL,2024,European Space Agency (ESA) Gaia Satellite,1.400000,0.59100,1.15,1270.0000000
Gl 378 b,Gl 378,2019,Haute-Provence Observatory,0.039435,0.04097,0.56,14.9545000
Gl 49 b,Gl 49,2019,Multiple Observatories,0.090500,0.01771,0.52,9.8528000
Gl 686 b,Gl 686,2018,Roque de los Muchachos Observatory,0.091000,0.02084,0.43,8.1572800
Gliese 12 b,Gliese 12,2024,Transiting Exoplanet Survey Satellite (TESS),0.066800,0.01218,0.24,12.2100000
HAT-P-1 b,HAT-P-1,2006,HATNet,0.055610,0.52500,1.15,158.9790000
HAT-P-11 b,HAT-P-11,2008,HATNet,0.052540,0.08400,0.81,37.7647000
HAT-P-11 c,HAT-P-11,2018,W. M. Keck Observatory,4.130000,2.30000,0.81,37.7647000
HAT-P-12 b,HAT-P-12,2009,HATNet,0.038400,0.21100,0.73,142.7510000
HAT-P-13 b,HAT-P-13,2009,HATNet,0.043830,0.85100,1.32,246.8100000
HAT-P-13 c,HAT-P-13,2009,W. M. Keck Observatory,1.258000,14.28000,1.32,246.8100000
HAT-P-14 b,HAT-P-14,2010,HATNet,0.059600,3.44000,2.65,222.6630000
HAT-P-15 b,HAT-P-15,2010,HATNet,0.096500,1.94000,1.00,192.5160000
HAT-P-16 b,HAT-P-16,2010,HATNet,0.041300,4.19300,1.22,226.6370000
HAT-P-17 b,HAT-P-17,2010,HATNet,0.088200,0.58000,0.99,92.3831000
HAT-P-17 c,HAT-P-17,2010,W. M. Keck Observatory,5.600000,3.40000,0.92,92.3831000
HAT-P-18 b,HAT-P-18,2010,HATNet,0.055900,0.19700,0.77,161.4000000
HAT-P-19 b,HAT-P-19,2010,HATNet,0.045990,0.27700,0.81,202.0780000
HAT-P-2 b,HAT-P-2,2007,HATNet,0.068140,9.02000,1.33,127.7740000
HAT-P-2 c,HAT-P-2,2023,Multiple Observatories,,10.70000,1.33,127.7740000
HAT-P-20 b,HAT-P-20,2010,HATNet,0.036100,7.24600,0.76,71.0374000
HAT-P-21 b,HAT-P-21,2010,HATNet,0.049400,4.87000,1.24,277.2780000
HAT-P-22 b,HAT-P-22,2010,HATNet,0.041400,2.47000,1.13,81.7647000
HAT-P-23 b,HAT-P-23,2010,HATNet,0.023200,2.09000,1.13,364.8130000
HAT-P-24 b,HAT-P-24,2010,HATNet,0.046510,0.75000,1.37,415.3440000
HAT-P-25 b,HAT-P-25,2010,HATNet,0.046600,0.56900,1.01,300.3840000
HAT-P-26 b,HAT-P-26,2010,HATNet,0.047900,0.07000,1.12,141.8370000
HAT-P-27 b,HAT-P-27,2011,HATNet,0.040000,0.62000,0.92,199.1730000
HAT-P-28 b,HAT-P-28,2011,HATNet,0.043400,0.62600,1.03,401.3190000
HAT-P-29 b,HAT-P-29,2011,HATNet,0.066700,0.88000,1.45,313.5760000
HAT-P-3 b,HAT-P-3,2007,HATNet,0.038660,0.65000,1.06,134.5540000
HAT-P-30 b,HAT-P-30,2011,HATNet,0.041900,0.83000,1.55,213.9850000
HAT-P-31 b,HAT-P-31,2011,HATNet,0.061000,2.27000,1.31,344.0500000
HAT-P-32 b,HAT-P-32,2011,HATNet,0.033970,0.68000,1.13,289.2050000
HAT-P-33 b,HAT-P-33,2011,HATNet,0.049950,0.92000,1.82,396.1100000
HAT-P-34 b,HAT-P-34,2011,HATNet,0.067740,3.33000,1.39,249.3250000
HAT-P-35 b,HAT-P-35,2011,HATNet,0.049780,1.05600,1.24,506.9650000
HAT-P-36 b,HAT-P-36,2011,HATNet,0.024100,1.84820,1.03,294.4190000
HAT-P-37 b,HAT-P-37,2011,HATNet,0.037900,1.16900,0.93,390.5940000
HAT-P-38 b,HAT-P-38,2012,HATNet,0.052300,0.26700,0.89,255.2060000
HAT-P-39 b,HAT-P-39,2012,HATNet,0.050900,0.59900,1.40,697.0040000
HAT-P-4 b,HAT-P-4,2007,HATNet,0.044380,0.67100,0.56,320.4510000
HAT-P-40 b,HAT-P-40,2012,HATNet,0.060800,0.48000,1.03,464.4690000
HAT-P-41 b,HAT-P-41,2012,HATNet,0.042580,1.19000,2.56,348.1850000
HAT-P-42 b,HAT-P-42,2012,HATNet,0.057500,1.04400,1.18,405.2380000
HAT-P-43 b,HAT-P-43,2012,HATNet,0.044400,0.66200,1.03,528.8250000
HAT-P-44 b,HAT-P-44,2014,HATNet,0.050700,0.35200,0.94,347.8500000
HAT-P-44 c,HAT-P-44,2014,W. M. Keck Observatory,1.752000,4.00000,0.94,347.8500000
HAT-P-45 b,HAT-P-45,2014,HATNet,0.045200,0.89200,1.26,298.6400000
HAT-P-46 b,HAT-P-46,2014,HATNet,0.057700,0.49300,1.28,290.7360000
HAT-P-49 b,HAT-P-49,2014,HATNet,0.043780,2.20000,2.22,350.3510000
HAT-P-5 b,HAT-P-5,2007,HATNet,0.040730,0.98000,1.04,303.3360000
HAT-P-50 b,HAT-P-50,2015,HATNet,0.045300,1.35000,1.27,515.4580000
HAT-P-51 b,HAT-P-51,2015,HATNet,0.050420,0.30700,0.96,440.0890000
HAT-P-52 b,HAT-P-52,2015,HATNet,0.036940,0.81800,0.89,361.1550000
HAT-P-53 b,HAT-P-53,2015,HATNet,0.031590,1.48400,1.09,666.8020000
HAT-P-54 b,HAT-P-54,2015,HATNet,0.041170,0.76000,0.65,143.6510000
HAT-P-55 b,HAT-P-55,2015,HATNet,0.046280,0.59600,1.03,511.3880000
HAT-P-56 b,HAT-P-56,2015,HATNet,0.042300,2.31000,1.42,320.6390000
HAT-P-57 b,HAT-P-57,2015,HATNet,0.040600,1.41000,2.77,279.8600000
HAT-P-58 b,HAT-P-58,2021,HATNet,0.049940,0.37200,1.03,515.5900000
HAT-P-59 b,HAT-P-59,2021,HATNet,0.050640,1.54000,1.01,265.4710000
HAT-P-6 b,HAT-P-6,2007,HATNet,0.052390,1.32000,1.79,275.3580000
HAT-P-60 b,HAT-P-60,2021,HATNet,0.062770,0.57400,1.44,233.2200000
HAT-P-61 b,HAT-P-61,2021,HATNet,0.030100,1.05700,1.00,338.8400000
HAT-P-62 b,HAT-P-62,2021,HATNet,0.037720,0.76100,1.02,348.8150000
HAT-P-63 b,HAT-P-63,2021,HATNet,0.042940,0.61400,0.93,403.4580000
HAT-P-64 b,HAT-P-64,2021,HATNet,0.053870,0.58000,1.30,651.8970000
HAT-P-65 b,HAT-P-65,2016,HATNet,0.040420,0.55400,1.30,738.5190000
HAT-P-66 b,HAT-P-66,2016,HATNet,0.043630,0.78300,1.26,935.4560000
HAT-P-67 b,HAT-P-67,2017,HATNet,0.065050,0.34000,1.64,371.6860000
HAT-P-68 b,HAT-P-68,2020,HATNet,0.029960,0.72400,0.68,202.1520000
HAT-P-69 b,HAT-P-69,2019,HATNet,0.065550,3.58000,1.65,341.2630000
HAT-P-7 b,HAT-P-7,2008,HATNet,0.036760,1.84000,1.56,341.0790000
HAT-P-70 b,HAT-P-70,2019,HATNet,0.047390,6.78000,1.89,330.7390000
HAT-P-8 b,HAT-P-8,2008,HATNet,0.044960,1.28000,1.27,211.5530000
HAT-P-9 b,HAT-P-9,2008,HATNet,0.052870,0.74900,1.28,455.2030000
HATS-1 b,HATS-1,2012,HATSouth,0.044400,1.85500,0.99,283.9710000
HATS-10 b,HATS-10,2015,HATSouth,0.044910,0.52600,1.10,534.8890000
HATS-11 b,HATS-11,2016,HATSouth,0.050700,0.83000,1.33,944.6030000
HATS-12 b,HATS-12,2016,HATSouth,0.044100,2.39000,1.16,746.1380000
HATS-13 b,HATS-13,2015,HATSouth,0.040570,0.54300,0.96,421.8550000
HATS-14 b,HATS-14,2015,HATSouth,0.038150,1.07100,0.97,513.0110000
HATS-15 b,HATS-15,2016,HATSouth,0.027120,2.17000,0.87,1139.5500000
HATS-16 b,HATS-16,2016,HATSouth,0.037440,3.27000,0.97,757.0440000
HATS-17 b,HATS-17,2016,HATSouth,0.130800,1.33800,1.13,400.3310000
HATS-18 b,HATS-18,2016,Multiple Observatories,0.017400,1.97950,1.04,624.3680000
HATS-2 b,HATS-2,2013,HATSouth,0.023170,1.37000,0.90,341.9250000
HATS-22 b,HATS-22,2017,HATSouth,0.050250,2.74000,0.76,229.5180000
HATS-23 b,HATS-23,2017,HATSouth,0.033970,1.47000,1.12,639.0040000
HATS-24 b,HATS-24,2017,HATSouth,0.023800,2.26000,1.07,494.1820000
HATS-25 b,HATS-25,2016,HATSouth,0.051630,0.61300,0.99,471.1580000
HATS-26 b,HATS-26,2016,HATSouth,0.047350,0.65000,1.30,861.8430000
HATS-27 b,HATS-27,2016,HATSouth,0.061100,0.53000,1.42,816.9880000
HATS-28 b,HATS-28,2016,HATSouth,0.041310,0.67200,0.93,535.3830000
HATS-29 b,HATS-29,2016,HATSouth,0.054750,0.65300,1.03,353.8910000
HATS-3 b,HATS-3,2013,HATSouth,0.048500,1.07100,1.21,411.2110000
HATS-30 b,HATS-30,2016,HATSouth,0.043540,0.70600,1.09,342.1400000
HATS-31 b,HATS-31,2016,HATSouth,0.047800,0.88000,1.28,773.9740000
HATS-32 b,HATS-32,2016,HATSouth,0.040240,0.92000,1.10,745.1160000
HATS-33 b,HATS-33,2016,HATSouth,0.037270,1.19200,1.06,248.4600000
HATS-34 b,HATS-34,2016,HATSouth,0.031660,0.94100,0.96,508.8420000
HATS-35 b,HATS-35,2016,HATSouth,0.031990,1.22200,1.32,514.5550000
HATS-36 b,HATS-36,2018,HATSouth,0.052300,3.21600,1.10,856.4360000
HATS-37 A b,HATS-37 A,2020,HATSouth,0.049130,0.09900,0.84,211.8960000
HATS-38 b,HATS-38,2020,HATSouth,0.050360,0.07400,0.89,343.5250000
HATS-39 b,HATS-39,2018,HATSouth,0.060070,0.63000,1.38,878.5210000
HATS-4 b,HATS-4,2014,HATSouth,0.036200,1.32300,1.00,416.4590000
HATS-40 b,HATS-40,2018,HATSouth,0.049970,1.59000,1.56,1342.2900000
HATS-41 b,HATS-41,2018,HATSouth,0.058300,9.70000,1.50,737.6680000
HATS-42 b,HATS-42,2018,HATSouth,0.036890,1.88000,1.27,800.3770000
HATS-43 b,HATS-43,2018,HATSouth,0.049440,0.26100,0.84,362.2730000
HATS-44 b,HATS-44,2018,HATSouth,0.036490,0.56000,0.86,446.0350000
HATS-45 b,HATS-45,2018,HATSouth,0.055110,0.70000,1.27,772.1100000
HATS-46 b,HATS-46,2018,HATSouth,0.053670,0.17300,0.92,453.8080000
HATS-47 b,HATS-47,2020,HATSouth,0.042690,0.36900,0.67,300.6700000
HATS-48 A b,HATS-48 A,2020,HATSouth,0.037690,0.24300,0.73,263.6090000
HATS-49 b,HATS-49,2020,HATSouth,0.045150,0.35300,0.71,324.4130000
HATS-5 b,HATS-5,2014,HATSouth,0.054200,0.23700,0.94,246.3840000
HATS-50 b,HATS-50,2017,HATSouth,0.050460,0.39000,1.17,756.7420000
HATS-51 b,HATS-51,2017,HATSouth,0.046390,0.76800,1.19,389.5700000
HATS-52 b,HATS-52,2017,HATSouth,0.024980,2.24000,1.11,555.1340000
HATS-53 b,HATS-53,2017,HATSouth,0.047530,0.59500,0.96,585.7700000
HATS-54 b,HATS-54,2019,HATSouth,0.037000,0.75300,1.05,748.5850000
HATS-55 b,HATS-55,2019,HATSouth,0.054120,0.92100,1.20,609.8380000
HATS-56 b,HATS-56,2019,HATSouth,0.060430,0.60200,1.57,564.4090000
HATS-57 b,HATS-57,2019,HATSouth,0.034930,3.14700,1.03,279.4850000
HATS-58 A b,HATS-58 A,2019,HATSouth,0.057980,1.03000,1.46,403.5910000
HATS-59 b,HATS-59,2018,HATSouth,0.061120,0.80600,1.04,642.8840000
HATS-59 c,HATS-59,2018,HATSouth,2.504000,12.70000,1.04,642.8840000
HATS-6 b,HATS-6,2015,HATSouth,0.036230,0.31900,0.57,169.3180000
HATS-60 b,HATS-60,2018,HATSouth,0.047080,0.66200,1.10,486.4740000
HATS-61 b,HATS-61,2018,HATSouth,0.079080,3.40000,1.08,679.7610000
HATS-62 b,HATS-62,2018,HATSouth,0.041630,0.17900,0.90,523.0670000
HATS-63 b,HATS-63,2018,HATSouth,0.040260,0.96000,0.93,623.2320000
HATS-64 b,HATS-64,2018,HATSouth,0.065620,0.96000,1.56,1080.1500000
HATS-65 b,HATS-65,2018,HATSouth,0.044970,0.82100,1.26,493.3200000
HATS-66 b,HATS-66,2018,HATSouth,0.047140,5.33000,1.41,1477.9800000
HATS-67 b,HATS-67,2018,HATSouth,0.030320,1.45000,1.44,960.1090000
HATS-68 b,HATS-68,2018,HATSouth,0.050710,1.29000,1.35,603.9550000
HATS-69 b,HATS-69,2018,HATSouth,0.032110,0.57700,0.89,414.5370000
HATS-7 b,HATS-7,2015,HATSouth,0.040120,0.12000,0.85,240.7070000
HATS-70 b,HATS-70,2019,HATSouth,0.036320,12.90000,1.78,1458.8300000
HATS-71 b,HATS-71,2020,HATSouth,0.037450,0.37000,0.49,140.2250000
HATS-72 b,HATS-72,2020,HATSouth,0.066517,0.12540,0.73,127.5890000
HATS-74 A b,HATS-74 A,2021,HATSouth,0.023840,1.46000,0.60,299.3890000
HATS-75 b,HATS-75,2021,HATSouth,0.032742,0.49100,0.60,194.9640000
HATS-76 b,HATS-76,2021,HATSouth,0.026580,2.62900,0.66,385.6890000
HATS-77 b,HATS-77,2021,HATSouth,0.036070,1.37400,0.66,436.1760000
HATS-8 b,HATS-8,2015,HATSouth,0.046670,0.13800,1.06,794.6370000
HATS-9 b,HATS-9,2015,HATSouth,0.031200,0.83700,1.10,638.7000000
HD 100546 b,HD 100546,2014,Paranal Observatory,53.000000,8.50000,2.40,109.6770000
HD 100655 b,HD 100655,2011,Bohyunsan Optical Astronomical Observatory,0.680000,1.61000,2.28,137.1780000
HD 100777 b,HD 100777,2007,La Silla Observatory,1.060000,1.23000,1.08,49.5336000
HD 10180 c,HD 10180,2010,La Silla Observatory,0.064120,0.04122,1.06,38.9607000
HD 10180 d,HD 10180,2010,La Silla Observatory,0.128590,0.03697,1.06,38.9607000
HD 10180 e,HD 10180,2010,La Silla Observatory,0.269900,0.07900,1.06,38.9607000
HD 10180 f,HD 10180,2010,La Silla Observatory,0.492900,0.07520,1.06,38.9607000
HD 10180 g,HD 10180,2010,La Silla Observatory,1.427000,0.06730,1.06,38.9607000
HD 10180 h,HD 10180,2010,La Silla Observatory,3.381000,0.20300,1.06,38.9607000
HD 101930 b,HD 101930,2005,La Silla Observatory,0.300000,0.25000,0.57,30.0274000
HD 102117 b,HD 102117,2005,La Silla Observatory,0.150000,0.17000,1.06,39.5792000
HD 102195 b,HD 102195,2006,Kitt Peak National Observatory,0.050000,0.41000,0.76,29.3386000
HD 102272 b,HD 102272,2008,McDonald Observatory,0.510000,4.94000,1.45,347.0970000
HD 102329 b,HD 102329,2011,W. M. Keck Observatory,1.810000,8.16000,3.21,217.1070000
HD 102329 c,HD 102329,2018,W. M. Keck Observatory,,1.52000,1.30,217.1070000
HD 102365 b,HD 102365,2010,Anglo-Australian Telescope,0.460000,0.05000,0.85,9.2894000
HD 102843 b,HD 102843,2019,Las Campanas Observatory,4.074000,0.35837,0.95,62.7580000
HD 102956 b,HD 102956,2010,W. M. Keck Observatory,0.080700,0.96000,1.66,121.8900000
HD 103197 b,HD 103197,2009,La Silla Observatory,0.250000,0.09000,0.80,57.1463000
HD 103720 b,HD 103720,2014,La Silla Observatory,0.049800,0.62000,0.79,45.5352000
HD 103774 b,HD 103774,2013,La Silla Observatory,0.070000,0.36700,1.33,56.4089000
HD 103891 b,HD 103891,2022,La Silla Observatory,3.270000,2.89000,1.28,55.5213000
HD 103949 b,HD 103949,2019,Las Campanas Observatory,0.439000,0.03524,0.77,26.4997000
HD 104067 b,HD 104067,2009,La Silla Observatory,0.267400,0.19539,0.82,20.3632000
HD 104067 c,HD 104067,2024,Multiple Observatories,0.105800,0.04153,0.82,20.3632000
HD 10442 b,HD 10442,2014,W. M. Keck Observatory,2.010000,1.48700,1.01,135.3740000
HD 104985 b,HD 104985,2003,Okayama Astrophysical Observatory,0.715000,5.55900,1.22,100.5760000
HD 105618 b,HD 105618,2022,Multiple Observatories,0.091000,0.08000,1.01,70.0837000
HD 105618 c,HD 105618,2022,Multiple Observatories,35.731000,26.49100,1.01,70.0837000
HD 105779 b,HD 105779,2022,La Silla Observatory,3.380000,0.64000,0.89,55.2411000
HD 106252 b,HD 106252,2002,Lick Observatory,2.610000,10.00000,1.01,38.1850000
HD 106270 b,HD 106270,2011,W. M. Keck Observatory,3.340000,11.40000,1.39,93.8080000
HD 106315 b,HD 106315,2017,K2,0.090700,0.03964,1.09,109.3530000
HD 106315 c,HD 106315,2017,K2,0.153600,0.04782,1.09,109.3530000
HD 10647 b,HD 10647,2006,W. M. Keck Observatory,2.015000,0.94000,1.11,17.3357000
HD 106515 A b,HD 106515 A,2012,La Silla Observatory,4.491000,9.51800,0.93,34.0915000
HD 106906 b,HD 106906,2013,Las Campanas Observatory,650.000000,11.00000,1.50,103.0290000
HD 10697 b,HD 10697,1999,W. M. Keck Observatory,2.051000,5.74300,0.99,33.1205000
HD 107148 b,HD 107148,2005,W. M. Keck Observatory,0.269000,0.21000,1.12,49.4156000
HD 107148 c,HD 107148,2021,Multiple Observatories,0.140700,0.06260,1.11,49.4156000
HD 108147 b,HD 108147,2002,La Silla Observatory,0.102000,0.26100,1.22,38.9200000
HD 108202 b,HD 108202,2023,La Silla Observatory,3.700000,3.00000,0.74,38.6846000
HD 108236 b,HD 108236,2020,Transiting Exoplanet Survey Satellite (TESS),0.045270,0.01020,0.87,64.5978000
HD 108236 c,HD 108236,2020,Transiting Exoplanet Survey Satellite (TESS),0.062000,0.01550,0.87,64.5978000
HD 108236 d,HD 108236,2020,Transiting Exoplanet Survey Satellite (TESS),0.107400,0.02200,0.87,64.5978000
HD 108236 e,HD 108236,2020,Transiting Exoplanet Survey Satellite (TESS),0.136700,0.03060,0.87,64.5978000
HD 108236 f,HD 108236,2021,CHaracterising ExOPlanets Satellite (CHEOPS),0.175800,0.01490,0.87,64.5978000
HD 108341 b,HD 108341,2014,La Silla Observatory,2.000000,2.25000,0.84,48.9102000
HD 108863 b,HD 108863,2011,W. M. Keck Observatory,1.320000,2.41400,1.59,164.7420000
HD 108874 b,HD 108874,2002,W. M. Keck Observatory,1.040000,1.42000,1.10,59.5175000
HD 108874 c,HD 108874,2005,W. M. Keck Observatory,2.659000,0.99000,0.95,59.5175000
HD 109246 b,HD 109246,2010,Haute-Provence Observatory,0.330000,0.86000,1.20,67.8349000
HD 109271 b,HD 109271,2013,La Silla Observatory,0.079000,0.05400,1.05,55.8716000
HD 109271 c,HD 109271,2013,La Silla Observatory,0.196000,0.07600,1.05,55.8716000
HD 109286 b,HD 109286,2021,Haute-Provence Observatory,1.259000,2.99000,0.98,55.4156000
HD 109749 b,HD 109749,2005,W. M. Keck Observatory,0.061500,0.27000,1.13,63.0821000
HD 10975 b,HD 10975,2021,Okayama Astrophysical Observatory,0.950000,0.45000,1.41,116.5060000
HD 109833 b,HD 109833,2022,Transiting Exoplanet Survey Satellite (TESS),,0.02730,1.08,79.5561000
HD 109833 c,HD 109833,2022,Transiting Exoplanet Survey Satellite (TESS),,0.02270,1.08,79.5561000
HD 109988 b,HD 109988,2022,Multiple Observatories,12.518000,21.82100,0.88,42.5279000
HD 110014 b,HD 110014,2009,La Silla Observatory,2.140000,11.09000,2.17,100.7580000
HD 110067 b,HD 110067,2023,Multiple Observatories,0.079300,0.01790,0.80,32.1585000
HD 110067 c,HD 110067,2023,Multiple Observatories,0.103900,0.01982,0.80,32.1585000
HD 110067 d,HD 110067,2023,Multiple Observatories,0.136200,0.02681,0.80,32.1585000
HD 110067 e,HD 110067,2023,Multiple Observatories,0.178500,0.01227,0.80,32.1585000
HD 110067 f,HD 110067,2023,Multiple Observatories,0.216300,0.01586,0.80,32.1585000
HD 110067 g,HD 110067,2023,Multiple Observatories,0.262100,0.02643,0.80,32.1585000
HD 110082 b,HD 110082,2021,Transiting Exoplanet Survey Satellite (TESS),0.113000,0.03250,1.21,105.0960000
HD 110113 b,HD 110113,2021,Transiting Exoplanet Survey Satellite (TESS),0.035000,0.01432,1.00,106.3070000
HD 110113 c,HD 110113,2021,La Silla Observatory,0.068000,0.03304,1.00,106.3070000
HD 110537 b,HD 110537,2022,Multiple Observatories,16.714000,27.09900,1.02,45.0858000
HD 11112 b,HD 11112,2022,Multiple Observatories,13.380000,8.17600,1.07,44.3804000
HD 111232 b,HD 111232,2003,La Silla Observatory,2.148000,7.96500,0.96,28.9571000
HD 111232 c,HD 111232,2022,Multiple Observatories,17.250000,18.06300,0.96,28.9571000
HD 111591 b,HD 111591,2017,Multiple Observatories,2.500000,4.40000,1.94,114.1660000
HD 111998 b,HD 111998,2016,La Silla Observatory,1.910000,4.80000,1.40,33.2237000
HD 112300 b,HD 112300,2023,Bohyunsan Optical Astronomical Observatory,1.330000,15.83000,1.40,62.0732400
HD 112570 b,HD 112570,2023,Multiple Observatories,3.900000,3.42000,1.15,101.1660000
HD 112640 b,HD 112640,2020,Bohyunsan Optical Astronomical Observatory,1.700000,5.00000,1.80,323.3350000
HD 113337 b,HD 113337,2013,Haute-Provence Observatory,1.022000,3.25900,1.41,36.1800000
HD 113337 c,HD 113337,2022,Multiple Observatories,6.805000,19.82100,1.41,36.1800000
HD 11343 c,HIP 8541,2022,Multiple Observatories,0.923000,0.80400,2.01,155.1210000
HD 113538 b,HD 113538,2010,La Silla Observatory,1.240000,0.36000,0.58,16.2817000
HD 113538 c,HD 113538,2010,La Silla Observatory,2.440000,0.93000,0.58,16.2817000
HD 113996 b,HD 113996,2017,Bohyunsan Optical Astronomical Observatory,1.600000,6.30000,1.49,116.3340000
